1,Wiktor,Czarnecki,11,775860224,30,wiktor.czarnecki@pkp-sa.pl,0
343,Joanna,Kamińska,14,273235381,8,joanna.kamińska@intercity-sa.pl,0
344,Kacper,Kalinowski,22,398316576,17,kacper.kalinowski@intercity-sa.pl,1
345,Marcin,Kowalski,19,589335243,24,marcin.kowalski@intercity.pl,1
346,Kornelia,Laskowska,10,428386179,25,kornelia.laskowska@ic.pl,1
347,Maurycy,Nowakowski,19,260599694,11,maurycy.nowakowski@intercity.pl,1
348,Mateusz,Sobczak,22,100864807,23,mateusz.sobczak@pkp-sa.pl,0
349,Barbara,Pawlak,19,712613810,22,barbara.pawlak@intercity.pl,1
350,Robert,Wasilewski,7,431377338,18,robert.wasilewski@intercity-sa.pl,0
351,Robert,Cieślak,18,467733402,13,robert.cieślak@pkp.pl,0
352,Klara,Dąbrowska,1,901783785,30,klara.dąbrowska@intercity.pl,1
353,Filip,Tomaszewski,19,393346479,22,filip.tomaszewski@ic.pl,1
354,Witold,Zawadzki,20,744147844,13,witold.zawadzki@ic.pl,1
355,Norbert,Kalinowski,19,170457958,20,norbert.kalinowski@ic-sa.pl,1
356,Katarzyna,Kaczmarczyk,18,627968009,7,katarzyna.kaczmarczyk@gmail.com,1
357,Igor,Cieślak,19,406785310,14,igor.cieślak@intercity-sa.pl,1
358,Igor,Baran,6,167066435,9,igor.baran@pkp-sa.pl,0
359,Jakub,Rutkowski,19,993099622,4,jakub.rutkowski@ic-sa.pl,1
360,Anastazja,Brzezińska,9,364799982,20,anastazja.brzezińska@ic.pl,1
361,Martyna,Urbańska,19,413659129,28,martyna.urbańska@pkp.pl,1
362,Ernest,Mróz,14,899658620,25,ernest.mróz@pkp-sa.pl,1
363,Bartek,Zalewski,19,928479879,22,bartek.zalewski@intercity-sa.pl,1
364,Kazimierz,Krawczyk,9,978460487,28,kazimierz.krawczyk@gmail.com,0
365,Błażej,Nowicki,19,688257407,28,błażej.nowicki@ic.pl,1
366,Kacper,Grabowski,5,226395210,11,kacper.grabowski@gmail.com,1
367,Elżbieta,Wojciechowska,19,850208766,8,elżbieta.wojciechowska@intercity.pl,1
368,Helena,Brzezińska,5,109351986,4,helena.brzezińska@intercity.pl,1
369,Lidia,Malinowska,19,979349558,11,lidia.malinowska@ic-sa.pl,1
370,Aleksander,Mazur,16,432729974,14,aleksander.mazur@gmail.com,1
371,Przemysław,Kowalczyk,19,971907288,6,przemysław.kowalczyk@pkp.pl,1
372,Anastazja,Wieczorek,2,636303560,16,anastazja.wieczorek@pkp-sa.pl,0
373,Sara,Pawlak,19,495792186,2,sara.pawlak@ic.pl,1
374,Ewa,Walczak,15,623686380,12,ewa.walczak@ic-sa.pl,1
375,Joanna,Sadowska,19,826995961,6,joanna.sadowska@ic-sa.pl,1
376,Kajetan,Grabowski,17,715168751,16,kajetan.grabowski@pkp-sa.pl,1
377,Amelia,Adamczyk,19,193420786,14,amelia.adamczyk@intercity-sa.pl,1
378,Kinga,Wójcik,3,348251167,4,kinga.wójcik@ic.pl,1
379,Kinga,Mazurek,19,947016183,1,kinga.mazurek@intercity-sa.pl,1
380,Milena,Laskowska,12,655127541,24,milena.laskowska@ic-sa.pl,1
381,Kornel,Gajewski,19,126383179,12,kornel.gajewski@intercity.pl,1
382,Arkadiusz,Krawczyk,11,580587035,14,arkadiusz.krawczyk@gmail.com,1
383,Dariusz,Wasilewski,19,404987609,4,dariusz.wasilewski@intercity-sa.pl,1
384,Michał,Kwiatkowski,15,725625438,9,michał.kwiatkowski@ic-sa.pl,0
385,Agnieszka,Krupa,16,744417520,18,agnieszka.krupa@ic-sa.pl,0
386,Alex,Szczepański,2,575474933,15,alex.szczepański@pkp-sa.pl,1
387,Eryk,Mazur,19,601390449,8,eryk.mazur@pkp.pl,1
388,Sonia,Walczak,18,168261380,15,sonia.walczak@pkp.pl,1
389,Angelika,Jakubowska,19,524943355,19,angelika.jakubowska@pkp.pl,1
390,Nicole,Kowalczyk,20,582095418,11,nicole.kowalczyk@pkp.pl,1
391,Klara,Kozłowska,19,739166310,4,klara.kozłowska@gmail.com,1
392,Iga,Urbańska,12,796540947,11,iga.urbańska@intercity-sa.pl,0
393,Dominika,Krawczyk,19,714746473,28,dominika.krawczyk@pkp-sa.pl,1
394,Natan,Borowski,3,748229197,27,natan.borowski@intercity.pl,1
395,Kalina,Jasińska,19,280422868,9,kalina.jasińska@intercity.pl,1
396,Franciszek,Jaworski,17,582202586,7,franciszek.jaworski@gmail.com,1
397,Natalia,Pawlak,19,816320519,17,natalia.pawlak@intercity.pl,1
398,Kazimierz,Wojciechowski,21,292245421,19,kazimierz.wojciechowski@ic.pl,1
399,Kajetan,Szymański,19,965838497,28,kajetan.szymański@pkp.pl,1
400,Joanna,Jankowska,21,923319131,7,joanna.jankowska@ic-sa.pl,1
401,Patryk,Sobczak,19,141998947,23,patryk.sobczak@intercity-sa.pl,1
402,Kornelia,Baranowska,6,658740079,4,kornelia.baranowska@ic.pl,1
403,Kornel,Grabowski,19,637614205,1,kornel.grabowski@pkp.pl,1
404,Tola,Wysocka,23,100450046,29,tola.wysocka@pkp.pl,1
405,Natasza,Czerwińska,19,390590302,16,natasza.czerwińska@gmail.com,1
406,Kacper,Michalski,2,744109346,24,kacper.michalski@gmail.com,1
407,Elżbieta,Urbańska,5,609015694,26,elżbieta.urbańska@pkp-sa.pl,0
408,Łukasz,Czerwiński,16,280937376,6,Łukasz.czerwiński@ic-sa.pl,1
409,Leonard,Piotrowski,19,577565328,23,leonard.piotrowski@pkp-sa.pl,1
410,Nela,Stępień,22,153492962,2,nela.stępień@intercity-sa.pl,0
411,Gustaw,Piotrowski,19,836133631,15,gustaw.piotrowski@gmail.com,1
412,Stanisław,Górski,6,991875464,23,stanisław.górski@pkp-sa.pl,1
413,Ada,Michalak,19,178460090,7,ada.michalak@pkp-sa.pl,1
414,Ewa,Baran,20,847615067,25,ewa.baran@intercity-sa.pl,1
415,Aniela,Laskowska,19,889042655,28,aniela.laskowska@pkp-sa.pl,1
416,Patrycja,Michalska,8,749194189,24,patrycja.michalska@intercity-sa.pl,1
417,Marek,Piotrowski,19,721417729,19,marek.piotrowski@intercity.pl,1
418,Ignacy,Mróz,5,284386166,3,ignacy.mróz@gmail.com,1
419,Julia,Marciniak,19,605718349,16,julia.marciniak@pkp-sa.pl,1
420,Adam,Kozłowski,21,309484902,7,adam.kozłowski@gmail.com,1
421,Marianna,Urbańska,19,533780939,19,marianna.urbańska@intercity-sa.pl,1
422,Katarzyna,Rutkowska,12,455579792,28,katarzyna.rutkowska@pkp-sa.pl,1
423,Stefan,Dąbrowski,19,778248883,4,stefan.dąbrowski@ic-sa.pl,1
424,Kaja,Mazurek,22,793078513,2,kaja.mazurek@ic.pl,1
425,Aurelia,Jasińska,19,372244618,10,aurelia.jasińska@gmail.com,1
426,Gabriel,Błaszczyk,11,603194333,10,gabriel.błaszczyk@pkp.pl,1
427,Ida,Nowicka,19,485616715,28,ida.nowicka@pkp-sa.pl,1
428,Aleks,Laskowski,13,240741025,21,aleks.laskowski@intercity.pl,1
429,Bianka,Ostrowska,15,343778258,28,bianka.ostrowska@gmail.com,0
430,Artur,Lewandowski,19,296848139,1,artur.lewandowski@ic-sa.pl,0
431,Jędrzej,Jankowski,19,337071775,31,jędrzej.jankowski@ic.pl,1
432,Tola,Kaczmarek,23,167907794,9,tola.kaczmarek@gmail.com,1
433,Emil,Malinowski,19,263696351,26,emil.malinowski@pkp-sa.pl,1
434,Dominik,Chmielewski,22,423016478,25,dominik.chmielewski@ic.pl,0
435,Natan,Kaźmierczak,11,563767081,6,natan.kaźmierczak@gmail.com,0
436,Agnieszka,Makowska,22,362497727,17,agnieszka.makowska@ic.pl,1
437,Józef,Zając,19,461018876,29,józef.zając@pkp.pl,1
438,Eliza,Brzezińska,12,958474541,20,eliza.brzezińska@pkp.pl,1
439,Ida,Król,19,448921738,27,ida.król@intercity-sa.pl,1
440,Ignacy,Wieczorek,19,536269958,8,ignacy.wieczorek@ic-sa.pl,1
441,Krystian,Mazur,19,161331559,18,krystian.mazur@ic-sa.pl,1
442,Tola,Lis,20,879755875,20,tola.lis@ic.pl,0
443,Olaf,Mazur,19,972513496,31,olaf.mazur@intercity-sa.pl,1
444,Julia,Kalinowska,19,835684510,1,julia.kalinowska@intercity-sa.pl,1
445,Jerzy,Głowacki,4,623756751,24,jerzy.głowacki@intercity-sa.pl,0
446,Karina,Wilk,12,998237405,27,karina.wilk@pkp-sa.pl,1
447,Maurycy,Nowicki,19,221766497,4,maurycy.nowicki@ic-sa.pl,1
448,Natan,Borkowski,4,541577697,3,natan.borkowski@gmail.com,1
449,Marika,Zielińska,19,610842827,2,marika.zielińska@intercity.pl,1
450,Ewelina,Król,9,170948853,26,ewelina.król@pkp.pl,1
451,Sara,Tomaszewska,16,428325922,22,sara.tomaszewska@intercity.pl,0
452,Jeremi,Wróbel,13,759739261,17,jeremi.wróbel@ic-sa.pl,1
453,Marcel,Kowalski,19,238685077,19,marcel.kowalski@ic-sa.pl,1
454,Sara,Nowak,12,764688916,19,sara.nowak@pkp-sa.pl,1
455,Nicole,Bąk,19,126578679,27,nicole.bąk@intercity-sa.pl,1
456,Rafał,Kubiak,15,923406436,20,rafał.kubiak@ic-sa.pl,1
457,Filip,Szewczyk,19,816637578,20,filip.szewczyk@pkp.pl,1
458,Ryszard,Pietrzak,13,227389994,13,ryszard.pietrzak@pkp.pl,1
459,Filip,Walczak,19,185827599,29,filip.walczak@intercity.pl,1
460,Ksawery,Kalinowski,10,287268718,6,ksawery.kalinowski@pkp.pl,1
461,Leon,Wilk,6,893034974,10,leon.wilk@pkp-sa.pl,0
462,Norbert,Michalak,20,702766436,24,norbert.michalak@intercity.pl,1
463,Dawid,Krajewski,19,895114040,6,dawid.krajewski@pkp.pl,1
464,Kazimierz,Wiśniewski,4,230093178,18,kazimierz.wiśniewski@ic.pl,1
465,Pola,Adamska,19,184580906,4,pola.adamska@intercity.pl,1
466,Gabriel,Olszewski,15,592678638,23,gabriel.olszewski@pkp.pl,1
467,Tomasz,Pawłowski,19,769830395,30,tomasz.pawłowski@intercity.pl,1
468,Natan,Michalak,16,611173702,22,natan.michalak@ic-sa.pl,0
469,Alan,Kołodziej,19,599472594,7,alan.kołodziej@pkp-sa.pl,1
470,Norbert,Zawadzki,22,352757356,22,norbert.zawadzki@ic-sa.pl,1
471,Bruno,Mazurek,19,149480146,9,bruno.mazurek@gmail.com,1
472,Oskar,Kamiński,4,793225980,16,oskar.kamiński@ic.pl,1
473,Alan,Nowak,19,615358056,12,alan.nowak@ic-sa.pl,1
474,Małgorzata,Czerwińska,8,965016957,19,małgorzata.czerwińska@pkp-sa.pl,1
475,Konstanty,Jasiński,19,387291965,22,konstanty.jasiński@pkp-sa.pl,1
476,Agnieszka,Wysocka,3,760159810,3,agnieszka.wysocka@pkp-sa.pl,1
477,Fabian,Kaczmarek,23,507465722,11,fabian.kaczmarek@intercity.pl,0
478,Milena,Malinowska,15,932938619,19,milena.malinowska@pkp.pl,1
479,Jędrzej,Wójcik,8,209191484,6,jędrzej.wójcik@ic-sa.pl,0
480,Maciej,Rutkowski,20,947043406,22,maciej.rutkowski@intercity.pl,1
481,Andrzej,Kozłowski,19,956485437,14,andrzej.kozłowski@intercity-sa.pl,1
482,Klara,Pawlak,20,932948306,3,klara.pawlak@intercity.pl,0
483,Jacek,Konieczny,19,966178155,5,jacek.konieczny@gmail.com,1
484,Paweł,Kowalski,7,665016121,17,paweł.kowalski@intercity-sa.pl,1
485,Albert,Mróz,19,564301925,7,albert.mróz@ic-sa.pl,1
486,Ewelina,Wasilewska,3,188274409,1,ewelina.wasilewska@intercity-sa.pl,1
487,Julia,Michalska,19,368770790,25,julia.michalska@ic.pl,1
488,Roksana,Cieślak,12,311611345,1,roksana.cieślak@intercity.pl,0
489,Róża,Sobczak,19,752655603,25,róża.sobczak@ic-sa.pl,1
490,Zuzanna,Lewandowska,14,200989076,7,zuzanna.lewandowska@intercity.pl,1
491,Konstanty,Konieczny,19,781702064,8,konstanty.konieczny@intercity.pl,1
492,Karolina,Kaźmierczak,8,208828021,12,karolina.kaźmierczak@pkp.pl,1
493,Witold,Sikora,19,906475412,5,witold.sikora@ic-sa.pl,1
494,Dorota,Nowakowska,23,303878328,1,dorota.nowakowska@intercity.pl,1
495,Daniel,Sikora,19,135312422,10,daniel.sikora@intercity-sa.pl,1
496,Aniela,Witkowska,18,454125693,6,aniela.witkowska@pkp-sa.pl,1
497,Daniel,Ziółkowski,19,898244606,27,daniel.ziółkowski@intercity-sa.pl,1
498,Michalina,Wróbel,10,768605752,3,michalina.wróbel@ic-sa.pl,1
499,Ryszard,Jaworski,19,469285790,31,ryszard.jaworski@intercity.pl,1
500,Natan,Wójcik,13,691681883,18,natan.wójcik@ic-sa.pl,1
501,Piotr,Włodarczyk,19,527023699,18,piotr.włodarczyk@ic-sa.pl,1
502,Artur,Wieczorek,22,882154510,4,artur.wieczorek@ic-sa.pl,1
503,Franciszek,Sawicki,19,698110759,23,franciszek.sawicki@intercity.pl,1
504,Lena,Urbańska,10,758070252,4,lena.urbańska@ic-sa.pl,1
505,Łucja,Michalska,15,679186634,20,Łucja.michalska@pkp.pl,0
506,Józef,Szymczak,6,986935571,2,józef.szymczak@intercity-sa.pl,1
507,Róża,Laskowska,19,906333055,1,róża.laskowska@ic-sa.pl,1
508,Hanna,Krajewska,20,858264938,9,hanna.krajewska@intercity.pl,1
509,Arkadiusz,Baranowski,19,598118933,27,arkadiusz.baranowski@intercity.pl,1
510,Kamila,Sobczak,7,476907923,19,kamila.sobczak@intercity.pl,1
511,Pola,Krajewska,19,196452187,27,pola.krajewska@ic.pl,1
512,Damian,Kwiatkowski,4,407654790,16,damian.kwiatkowski@gmail.com,1
513,Franciszek,Król,19,184684762,7,franciszek.król@pkp-sa.pl,1
514,Karina,Szewczyk,22,641174626,25,karina.szewczyk@pkp-sa.pl,1
515,Ernest,Makowski,19,791326140,6,ernest.makowski@gmail.com,1
516,Mariusz,Szymczak,11,259255232,12,mariusz.szymczak@intercity.pl,1
517,Krzysztof,Krajewski,19,617924451,24,krzysztof.krajewski@ic-sa.pl,1
518,Dawid,Pietrzak,12,351890479,29,dawid.pietrzak@pkp.pl,1
519,Lidia,Olszewska,19,231215372,25,lidia.olszewska@ic.pl,1
520,Zuzanna,Jakubowska,12,651438439,4,zuzanna.jakubowska@ic.pl,1
521,Ryszard,Malinowski,19,512132079,28,ryszard.malinowski@intercity.pl,1
522,Iga,Górecka,12,215889096,27,iga.górecka@ic-sa.pl,1
523,Kornelia,Stępień,19,329083581,19,kornelia.stępień@ic.pl,1
524,Arkadiusz,Kamiński,7,830634177,22,arkadiusz.kamiński@pkp.pl,0
525,Adrian,Pietrzak,19,975238686,28,adrian.pietrzak@pkp-sa.pl,1
526,Emil,Jaworski,15,205436072,9,emil.jaworski@pkp.pl,1
527,Lena,Mróz,19,723331678,17,lena.mróz@gmail.com,1
528,Krzysztof,Sadowski,3,727559949,22,krzysztof.sadowski@ic.pl,1
529,Stanisław,Kozłowski,19,909105541,28,stanisław.kozłowski@intercity-sa.pl,1
530,Jacek,Jasiński,19,771598751,31,jacek.jasiński@pkp.pl,1
531,Kazimierz,Stępień,19,957739573,31,kazimierz.stępień@pkp.pl,1
532,Jędrzej,Król,1,928032383,13,jędrzej.król@ic.pl,1
533,Dawid,Nowakowski,5,172439362,6,dawid.nowakowski@intercity-sa.pl,0
534,Wojciech,Wróblewski,5,676855832,24,wojciech.wróblewski@pkp.pl,1
